Step,Scaffold,SMILES,DRD2_pred_activity,HB-donors (Lipinski),Number of rotatable bonds,Custom_alerts,raw_DRD2_pred_activity,raw_HB-donors (Lipinski),raw_Number of rotatable bonds,total_score,ID
9.0,O=C(NC1CCCN(Cc2ccc3ccccc3c2)C1)c1cccc2cccnc12,O=C(NC1CCCN(Cc2ccc3ccccc3c2)C1)c1cc(Br)cc2cccnc12,0.38993144035339355,1.0,1.0,1.0,0.38993144035339355,1.0,4.0,0.5255022048950195,Use-case DRD2 Demo_192
6.0,c1ccc(-c2nccc3ccccc23)cc1,c1ccc(-c2nccc3ccccc23)cc1,0.38983654975891113,1.0,1.0,1.0,0.38983654975891113,0.0,1.0,0.5254284739494324,Use-case DRD2 Demo_193
2.0,S=C1CC[SH+]C1,CCC1(C)C(=S)CC(C)(C(C)=O)[S+]1[O-],0.38968726992607117,1.0,1.0,1.0,0.38968726992607117,0.0,2.0,0.5253123044967651,Use-case DRD2 Demo_194
0.0,c1ccc(N=c2c3ccccc3[nH]c3ccccc23)cc1,CS(=O)(=O)Nc1ccc(N=c2c3ccccc3[nH]c3ccccc23)cc1,0.389512300491333,1.0,1.0,1.0,0.389512300491333,2.0,3.0,0.5251762866973877,Use-case DRD2 Demo_195
0.0,O=C(CNC(=O)c1ccccc1)NC1CCN(C2CCC(c3ncccn3)CC2)C1,CC(C)C1CC(NC(=O)CNC(=O)c2cccc(C(F)(F)F)c2)CN1C1CCC(O)(c2ncccn2)CC1,0.3894275426864624,1.0,1.0,1.0,0.3894275426864624,3.0,7.0,0.5251103043556213,Use-case DRD2 Demo_196
2.0,c1ccc(OCCSc2ccccc2)cc1,Cc1ccc(OCCSc2ccccc2)c(C)c1,0.38942718505859375,1.0,1.0,1.0,0.38942718505859375,0.0,5.0,0.5251100063323975,Use-case DRD2 Demo_197
9.0,N=c1nc(N2CCOC3CNCCC32)cc(OCc2ccccc2-n2cccn2)[nH]1,CCCN1CCC2C(C1)OCCN2c1cc(OC(c2ccc(Cl)cc2-n2ccc(C)n2)C(F)(F)F)[nH]c(=N)n1,0.38900676369667053,1.0,1.0,1.0,0.38900676369667053,2.0,7.0,0.5247830152511597,Use-case DRD2 Demo_198
7.0,O=C1CN(Cc2ccccc2)c2ccccc2C2Cc3c([nH]c4ccccc34)CN12,Cn1c2c(c3ccccc31)CC1c3ccccc3N(C(CO)c3ccccc3)CC(=O)N1C2,0.38898301124572754,1.0,1.0,1.0,0.38898301124572754,1.0,3.0,0.5247645974159241,Use-case DRD2 Demo_199
9.0,c1ccc2c(c1)Cc1ccccc1-2,Cc1ccc2c(c1)C(O)(C(F)(F)F)c1ccccc1-2,0.38889843225479126,1.0,1.0,1.0,0.38889843225479126,1.0,0.0,0.524698793888092,Use-case DRD2 Demo_200
7.0,O=C(COc1ccccc1)N(Cc1nc(-c2ccccn2)no1)c1ccccc1,Cc1ccc(OCC(=O)N(Cc2nc(-c3ccccn3)no2)c2ccc(Cl)cc2)cc1,0.3888087868690491,1.0,1.0,1.0,0.3888087868690491,0.0,7.0,0.5246290564537048,Use-case DRD2 Demo_201
2.0,O=C(NC1CCC2CNCC21)c1cnc2sccn2c1=O,CC(C)=CCN1CC2CCC(NC(=O)c3cnc4scc(C)n4c3=O)C2C1,0.38874876499176025,1.0,1.0,1.0,0.38874876499176025,1.0,4.0,0.5245823860168457,Use-case DRD2 Demo_202
8.0,C1=Nc2ccccc2SC1c1ccccc1,CC(C)CC1=Nc2ccccc2SC1c1ccc(Cl)cc1,0.3885301649570465,1.0,1.0,1.0,0.3885301649570465,0.0,3.0,0.5244123935699463,Use-case DRD2 Demo_203
9.0,C1=C2C3C4C1C1C5C2C3C5C41,ClC1=C2C3C4C1C1C5C2C3C5C41,0.3884890675544739,1.0,1.0,1.0,0.3884890675544739,0.0,0.0,0.5243803858757019,Use-case DRD2 Demo_204
9.0,c1ccc2nc3c(cnc4ccccc43)cc2c1,CN(C)CCCN(C)Cc1c2ccccc2nc2c1c(Cl)nc1ccccc12,0.38827434182167053,1.0,1.0,1.0,0.38827434182167053,0.0,6.0,0.5242133736610413,Use-case DRD2 Demo_205
0.0,c1ccc(CN2C3=NCCCN3c3ccccc32)cc1,Clc1ccc(CN2C3=NCCCN3c3ccc(Cl)cc32)cc1,0.3881185054779053,1.0,1.0,1.0,0.3881185054779053,0.0,2.0,0.5240921378135681,Use-case DRD2 Demo_206
1.0,c1ccc(CC(CCSc2ccccc2)CN2CCCCC2)cc1,OC(CSc1ccccc1)C(CN1CCCCC1)C(O)c1ccccc1,0.38787782192230225,1.0,1.0,1.0,0.38787782192230225,2.0,8.0,0.5239049792289734,Use-case DRD2 Demo_207
1.0,O=S(=O)(c1ccc2[nH]cnc2c1)C12CC3CC(CC(C3)C1)C2,CCS(=O)(=O)c1c(S(=O)(=O)C23CC4CC(CC(C4)C2)C3)ccc2[nH]cnc12,0.3877759575843811,1.0,1.0,1.0,0.3877759575843811,1.0,4.0,0.5238257646560669,Use-case DRD2 Demo_208
7.0,c1ccc(-c2nc3ccccc3[nH]2)cc1,COc1ccc(-c2nc3ccccc3n2O)cc1,0.3876827657222748,1.0,1.0,1.0,0.3876827657222748,1.0,2.0,0.52375328540802,Use-case DRD2 Demo_209
6.0,N=C(NCCCN=c1cccc[nH]1)Nc1ccccc1,N=C(NCCCN=c1cccc[nH]1)Nc1ccc(Cl)c([N+](=O)[O-])c1,0.3875957131385803,1.0,1.0,1.0,0.3875957131385803,4.0,6.0,0.5236855745315552,Use-case DRD2 Demo_210
9.0,O=C(c1ccccc1)C1CCCN(C(=O)c2cccs2)C1,COc1ccc(C(=O)C2CCCN(C(=O)c3cccs3)C2)cc1F,0.3874804377555847,1.0,1.0,1.0,0.3874804377555847,0.0,4.0,0.523595929145813,Use-case DRD2 Demo_211
7.0,N=c1[nH]c(=NCc2ccccc2)c2nnn(CC3CCCO3)c2[nH]1,N=c1[nH]c(=NCc2ccccc2)c2nnn(CC3CCCO3)c2[nH]1,0.38746917247772217,1.0,1.0,1.0,0.38746917247772217,3.0,4.0,0.5235871076583862,Use-case DRD2 Demo_212
7.0,N=c1ccc(-c2nc(C3CCC3)n3cc[nH]c(=N)c23)c[nH]1,N=c1ccc(-c2nc(C3CCC3)n3cc[nH]c(=N)c23)c[nH]1,0.3874475359916687,1.0,1.0,1.0,0.3874475359916687,4.0,2.0,0.5235702991485596,Use-case DRD2 Demo_213
4.0,O=C(CN1C(=O)c2ccccc2C1=O)NCC1(N2CCCCC2)CCCCC1,O=C(CN1C(=O)c2ccccc2C1=O)NCC1(N2CCCCC2)CCCCC1,0.3873733580112457,1.0,1.0,1.0,0.3873733580112457,1.0,5.0,0.523512601852417,Use-case DRD2 Demo_214
0.0,O=C1Nc2ccccc2C1=Cc1ccccc1,COc1ccc(C=C2C(=O)Nc3ccccc32)cc1,0.38732147216796875,1.0,1.0,1.0,0.38732147216796875,1.0,2.0,0.523472249507904,Use-case DRD2 Demo_215
9.0,C(=C1CCNCC1c1ccccc1)c1ccccc1,CN1CCC(=C(C#N)c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)C1,0.38719111680984497,1.0,1.0,1.0,0.38719111680984497,0.0,2.0,0.5233708620071411,Use-case DRD2 Demo_216
3.0,c1cncc(C2CCC3C2CC2c4cc[nH]c4CC23)c1,CC12CC3c4cc(O)n(O)c4CC3C1CCC2c1cncc(F)c1,0.3868010938167572,1.0,1.0,1.0,0.3868010938167572,2.0,1.0,0.5230675339698792,Use-case DRD2 Demo_217
4.0,,CCC(CCCC(C)(C)C(=O)CC(C)C)C(C)C,0.3867310881614685,1.0,1.0,1.0,0.3867310881614685,0.0,9.0,0.5230130553245544,Use-case DRD2 Demo_218
1.0,c1ccc(-c2nccc[n+]2-c2ccccc2)cc1,Cc1c[n+](-c2cccc(Cl)c2)c(-c2ccc(Cl)cc2)nc1C,0.3866543471813202,1.0,1.0,1.0,0.3866543471813202,0.0,2.0,0.5229533314704895,Use-case DRD2 Demo_219
8.0,c1ccc(-c2cccc(C34CNCC(C3)C4)c2)cc1,CNC(=O)c1ccc(-c2cccc(C34CNCC(C3)C4)c2)cc1F,0.38665077090263367,1.0,1.0,1.0,0.38665077090263367,2.0,3.0,0.5229505896568298,Use-case DRD2 Demo_220
2.0,O=C(C=Cc1ccccc1)c1ccccc1,O=C(C=Cc1ccccc1)c1ccc(NC(=O)C(Cl)(Cl)Cl)cc1,0.3866282105445862,1.0,1.0,1.0,0.3866282105445862,1.0,4.0,0.5229330658912659,Use-case DRD2 Demo_221
8.0,O=C(Cc1ccccc1)NC1C=CS(=O)(=O)C1,CN(C(=O)Cc1ccc(C#N)cc1)C1C=CS(=O)(=O)C1,0.3863692283630371,1.0,1.0,1.0,0.3863692283630371,0.0,3.0,0.522731602191925,Use-case DRD2 Demo_222
8.0,c1ccc(-c2cnc(-c3ncc(C4CC4)s3)o2)cc1,CC(C)(C)CCNC(=O)c1nc(-c2nc(Cl)c(-c3ccc(C(F)(F)F)cc3)o2)sc1C1CC1,0.3863394856452942,1.0,1.0,1.0,0.3863394856452942,1.0,6.0,0.5227084755897522,Use-case DRD2 Demo_223
7.0,N=c1ncc2c([nH]1)-c1ccccc1CC2,Cc1nc(=N)[nH]c2c1CCc1ccc([N+](=O)[O-])cc1-2,0.38627490401268005,1.0,1.0,1.0,0.38627490401268005,2.0,1.0,0.5226582288742065,Use-case DRD2 Demo_224
1.0,C1CCCC1,CN(C)C(=O)C1C(N=C(N)N)CC(NC(=N)N)C1O,0.38611462712287903,1.0,1.0,1.0,0.38611462712287903,6.0,3.0,0.522533655166626,Use-case DRD2 Demo_225
9.0,N=c1cnc(-n2[nH]c(=Nc3ccc(N4CCNCC4)cc3)[nH]c2=N)c[nH]1,CN1CCN(c2ccc(N=c3[nH]c(=N)n(-c4c[nH]c(=N)cn4)[nH]3)cc2)CC1,0.386051744222641,1.0,1.0,1.0,0.386051744222641,5.0,3.0,0.5224846601486206,Use-case DRD2 Demo_226
8.0,O=C1CCCc2nc(-c3ccccc3)ncc21,COc1nc(-c2ccc(Br)cc2)nc2c1C(=O)CCC2,0.38588517904281616,1.0,1.0,1.0,0.38588517904281616,0.0,2.0,0.5223551392555237,Use-case DRD2 Demo_227
3.0,O=c1[nH]c2c(cc1-c1ccncc1)CCC1C3CCNCC3C=CN21,CCCN1CCC2C(C=CN3c4c(cc(-c5ccncc5)c(=O)n4C)CCC23)C1,0.38582006096839905,1.0,1.0,1.0,0.38582006096839905,0.0,3.0,0.5223044753074646,Use-case DRD2 Demo_228
0.0,O=c1nc[nH]c(-c2ccccc2)c1Cc1ccccc1,CSc1nc(=O)c(C(O)c2ccc(C)cc2)c(-c2cccc(F)c2)[nH]1,0.38575389981269836,1.0,1.0,1.0,0.38575389981269836,2.0,4.0,0.5222530364990234,Use-case DRD2 Demo_229
5.0,O=C(Nc1ccccc1)C(=O)c1c[nH]c2ccccc12,Cc1[nH]c2ccccc2c1C(=O)C(=O)Nc1ccc(O)cc1F,0.3853321373462677,1.0,1.0,1.0,0.3853321373462677,3.0,3.0,0.5219249725341797,Use-case DRD2 Demo_230
0.0,O=C(CN1CCCCC1)NC1(c2ccccc2)CCC1,O=C(CN1CCC(F)(F)CC1)NC1(c2ccc(Cl)cc2)CCC1,0.3852666914463043,1.0,1.0,1.0,0.3852666914463043,1.0,4.0,0.5218741297721863,Use-case DRD2 Demo_231
9.0,O=C1C(=O)N(c2ccccc2)C(=O)N1Cc1nc(C2(c3ccccc3)CC2)cs1,COc1cccc(C2(c3csc(CN4C(=O)C(=O)N(c5cc(C)ccc5C)C4=O)n3)CC2)c1,0.3851712942123413,1.0,1.0,1.0,0.3851712942123413,0.0,6.0,0.5217998623847961,Use-case DRD2 Demo_232
1.0,C1=Cc2cccc3cccc(c23)C2=CC=C12,O=[N+]([O-])c1ccc2ccc([N+](=O)[O-])c3c4ccc4ccc1c23,0.385134756565094,1.0,1.0,1.0,0.385134756565094,0.0,2.0,0.5217714905738831,Use-case DRD2 Demo_233
0.0,N=c1nc(N2CCC(NCCOc3ccc(C(=O)c4ccccc4)cc3)CC2)[nH][nH]1,N=c1nc(N2CCC(NCCOc3ccc(C(=O)c4ccc(C(F)(F)F)cc4)cc3Cl)CC2)[nH][nH]1,0.3848651051521301,1.0,1.0,1.0,0.3848651051521301,4.0,8.0,0.5215617418289185,Use-case DRD2 Demo_234
4.0,c1ccc(Sc2ccccc2)cc1,Cc1cccc(Sc2ccccc2N(O)C(=O)N(C)C(C)(C)C)c1,0.38477233052253723,1.0,1.0,1.0,0.38477233052253723,1.0,3.0,0.5214895606040955,Use-case DRD2 Demo_235
7.0,O=C(NC1CCCOC1)c1c[nH]c2ccncc12,CC(C)n1cc(C(=O)NC2COCC(C)(N)C2)c2cnccc21,0.38454729318618774,1.0,1.0,1.0,0.38454729318618774,2.0,3.0,0.5213145613670349,Use-case DRD2 Demo_236
8.0,O=C(Nc1ccccc1)NC12CC3CC(CC(C3)C1)C2,O=C(Nc1ccc(Cl)c(Cl)c1)NC12CC3CC(CC(C3)C1)C2,0.3841828405857086,1.0,1.0,1.0,0.3841828405857086,2.0,2.0,0.5210310816764832,Use-case DRD2 Demo_237
8.0,O=C(NCc1ccccc1)c1cc2cccnc2[nH]c1=O,CC(C)CCn1c(=O)c(C(=O)NCc2ccc(Cl)cc2)c(O)c2cccnc21,0.38418063521385193,1.0,1.0,1.0,0.38418063521385193,2.0,6.0,0.5210293531417847,Use-case DRD2 Demo_238
5.0,c1ccc(N=c2nc[nH]c3ccccc23)cc1,COc1cc2[nH]cnc(=Nc3c(Br)cc(C)cc3Br)c2cc1OC,0.3841150403022766,1.0,1.0,1.0,0.3841150403022766,1.0,3.0,0.5209783911705017,Use-case DRD2 Demo_239
5.0,c1ccc(=NCC2COCCN(c3ccncn3)C2)[nH]c1,COc1cc(N2CCOCC(O)(CN=c3[nH]cccc3C)C2)ncn1,0.3840470314025879,1.0,1.0,1.0,0.3840470314025879,2.0,4.0,0.5209254622459412,Use-case DRD2 Demo_240
2.0,O=c1nc(-c2ccccc2)[nH]c2c1CCN(CC1CC1)CC2,CC1CN(CC2CC2)CCc2[nH]c(-c3cc(Cl)ccc3O)nc(=O)c21,0.38390088081359863,1.0,1.0,1.0,0.38390088081359863,2.0,3.0,0.5208117961883545,Use-case DRD2 Demo_241
1.0,O=S(=O)(NCc1ccccc1)c1ccccc1,CN(Cc1ccc(F)cc1)S(=O)(=O)c1ccc(F)cc1,0.38352537155151367,1.0,1.0,1.0,0.38352537155151367,0.0,4.0,0.5205197334289551,Use-case DRD2 Demo_242
2.0,N=c1[nH]c(=N)c2c(OCc3ccccc3)cccc2[nH]1,N=c1[nH]c(=N)c2c(OCc3ccccc3)cccc2[nH]1,0.383421391248703,1.0,1.0,1.0,0.383421391248703,4.0,3.0,0.5204388499259949,Use-case DRD2 Demo_243
4.0,O=C1Cn2nc3ccccc3c2-c2ccccc2N1,O=C1Cn2nc3cc(C(F)(F)F)ccc3c2-c2ccccc2N1,0.3833765983581543,1.0,1.0,1.0,0.3833765983581543,1.0,0.0,0.520404040813446,Use-case DRD2 Demo_244
5.0,O=C(CCc1ccccc1)CC(=O)c1ccccc1,COc1cc(CCC(=O)CC(=O)c2ccc(O)cc2)cc(OC)c1O,0.3832826018333435,1.0,1.0,1.0,0.3832826018333435,2.0,8.0,0.5203309059143066,Use-case DRD2 Demo_245
1.0,O=C(Cc1ccccc1)N1CCCO1,O=C(Cc1ccc(Cl)cc1)N1CCCO1,0.38322970271110535,1.0,1.0,1.0,0.38322970271110535,0.0,2.0,0.5202897191047668,Use-case DRD2 Demo_246
5.0,c1ccc(C2=NOC(COc3ccccc3Cc3nc4ccccc4s3)C2)cc1,COc1ccc(C2=NOC(COc3c(Cc4nc5c(F)ccc(F)c5s4)ccc(OC)c3OC)C2)cc1,0.3829021453857422,1.0,1.0,1.0,0.3829021453857422,0.0,9.0,0.5200350284576416,Use-case DRD2 Demo_247
8.0,O=C(Nc1cccc(C(=O)N2CCOCC2)c1)NS(=O)(=O)c1ccccc1,Cc1ccc(S(=O)(=O)NC(=O)Nc2cc(C(=O)N3CCOCC3)ccc2C(F)(F)F)cc1,0.3826509714126587,1.0,1.0,1.0,0.3826509714126587,2.0,4.0,0.5198396444320679,Use-case DRD2 Demo_248
0.0,O=C(c1cn[nH]c1)N1CCC2(CCCN(Cc3ccncc3)C2)CC1,CCn1cc(C(=O)N2CCC3(CCCN(Cc4ccncc4)C3)CC2)cn1,0.3825957179069519,1.0,1.0,1.0,0.3825957179069519,0.0,4.0,0.5197966694831848,Use-case DRD2 Demo_249
8.0,O=C(CSCC(=O)Nc1ccc(N2CCOCC2)cc1)NCc1nc(-c2ccccc2)no1,CN(Cc1nc(-c2ccccc2)no1)C(=O)CSCC(=O)Nc1ccc(N2CCOCC2)cc1,0.382594496011734,1.0,1.0,1.0,0.382594496011734,1.0,9.0,0.5197957158088684,Use-case DRD2 Demo_250
3.0,N=c1[nH]c(-c2ccc(C(=O)N3CCNCC3)nc2)c(-c2ccccc2)s1,N=C(N)N=c1[nH]c(-c2ccc(C(=O)N3CCNCC3)nc2)c(-c2ccccc2)s1,0.382577508687973,1.0,1.0,1.0,0.382577508687973,4.0,3.0,0.5197824835777283,Use-case DRD2 Demo_251
5.0,N=C1CSCC1NC(=O)c1ccc2ccccc2c1,N=C1CSCC1NC(=O)c1ccc2ccccc2c1,0.3825516700744629,1.0,1.0,1.0,0.3825516700744629,2.0,2.0,0.519762396812439,Use-case DRD2 Demo_252
0.0,c1ccc(=Nc2ccnc3ccccc23)[nH]c1,COc1ccc(=Nc2cc(Cl)nc3c(CC(=O)NC#N)cccc23)[nH]c1OC,0.3824990391731262,1.0,1.0,1.0,0.3824990391731262,2.0,5.0,0.5197214484214783,Use-case DRD2 Demo_253
4.0,O=c1ccn(Cc2ccccc2)c2[nH]ncc12,CCc1c(O)n(Cc2c(C)cc(C)cc2C)c2c(c(C)nn2C)c1=O,0.382438063621521,1.0,1.0,1.0,0.382438063621521,1.0,3.0,0.5196740627288818,Use-case DRD2 Demo_254
5.0,c1ccc(N=c2[nH]c(-c3ccccc3)cs2)cc1,Cc1ccc(N=c2[nH]c(-c3ccc(O)cc3)cs2)cc1,0.38242048025131226,1.0,1.0,1.0,0.38242048025131226,2.0,2.0,0.5196603536605835,Use-case DRD2 Demo_255
0.0,O=c1cc(CNCc2ccccc2)c2ccccc2o1,COc1ccc2c(CN(C)Cc3ccccc3)cc(=O)oc2c1,0.3823813199996948,1.0,1.0,1.0,0.3823813199996948,0.0,5.0,0.5196298956871033,Use-case DRD2 Demo_256
3.0,O=C1CCCCN1Cc1ccc(N2CCCCC2)[nH]1,O=C1CCCCN1Cc1ccc(N2CCCCC2)[nH]1,0.38230058550834656,1.0,1.0,1.0,0.38230058550834656,1.0,3.0,0.5195671319961548,Use-case DRD2 Demo_257
8.0,O=C1c2ccccc2C2CCCCC2c2ccccc21,Cc1ccc2c(c1)C1CCCCC1c1ccccc1C2=O,0.38219600915908813,1.0,1.0,1.0,0.38219600915908813,0.0,0.0,0.5194857716560364,Use-case DRD2 Demo_258
4.0,O=C(CC(=O)c1cccs1)c1nn[nH]n1,O=C(CC(=O)c1ccc(Cl)s1)c1nn[nH]n1,0.3821339011192322,1.0,1.0,1.0,0.3821339011192322,1.0,4.0,0.5194374918937683,Use-case DRD2 Demo_259
0.0,c1ccc2c(c1)CCCCO2,CC1CC(C)(C)Oc2cc(O)ccc2C1NC=O,0.3820555508136749,1.0,1.0,1.0,0.3820555508136749,2.0,2.0,0.5193765163421631,Use-case DRD2 Demo_260
0.0,c1ccc(Cc2nc(-c3cn[nH]c3)cs2)cc1,CCn1cc(-c2csc(C(C)(O)c3ccc(F)c(OC)c3)n2)cn1,0.38197073340415955,1.0,1.0,1.0,0.38197073340415955,1.0,5.0,0.5193105936050415,Use-case DRD2 Demo_261
9.0,O=C(COc1ccccc1)Nc1ccc(NC(=O)c2ccccc2)cc1,Cc1cc(C)c(OCC(=O)Nc2ccc(NC(=O)c3ccc(Cl)c(Cl)c3)c(Cl)c2)c(C)c1,0.3818529546260834,1.0,1.0,1.0,0.3818529546260834,2.0,6.0,0.5192189812660217,Use-case DRD2 Demo_262
9.0,O=C(CC1CCCCN1)NC1CCN(Cc2cn[nH]c2)C1,Cc1n[nH]c(C)c1CN1CCC(NC(=O)CC2CC(O)CCN2)C1,0.3816608190536499,1.0,1.0,1.0,0.3816608190536499,4.0,5.0,0.519069492816925,Use-case DRD2 Demo_263
8.0,O=C1C(=Cc2ncc[nH]2)Cc2ccccc21,C=CCOc1c(OC)ccc2c1CC(=Cc1nccn1C)C2=O,0.381622314453125,1.0,1.0,1.0,0.381622314453125,0.0,5.0,0.5190395712852478,Use-case DRD2 Demo_264
0.0,c1ccc2[nH]ccc2c1,CC(C)C(=O)N(C)CCc1c[nH]c2ccc(F)cc12,0.3815736174583435,1.0,1.0,1.0,0.3815736174583435,1.0,4.0,0.5190017223358154,Use-case DRD2 Demo_265
2.0,O=C(Cn1ncc2ccsc2c1=O)NCCCc1ccccc1,CC(CCc1ccccc1)NC(=O)Cn1ncc2ccsc2c1=O,0.38148990273475647,1.0,1.0,1.0,0.38148990273475647,1.0,6.0,0.5189365744590759,Use-case DRD2 Demo_266
6.0,c1ccc(-c2nnc3sc4ccccc4n23)cc1,Cc1ccc2c(c1)sc1nnc(-c3ccccc3Cl)n12,0.3806432783603668,1.0,1.0,1.0,0.3806432783603668,0.0,1.0,0.5182781219482422,Use-case DRD2 Demo_267
1.0,O=C(NC(Cc1ccccc1)C(=O)NC1C(=O)NCCc2ccccc21)C1CCCN1,COc1cccc2c1C(NC(=O)C(Cc1ccccc1Br)NC(=O)C1CCCN1C(C)=O)C(=O)N(C)CC2,0.3805529773235321,1.0,1.0,1.0,0.3805529773235321,2.0,7.0,0.518207848072052,Use-case DRD2 Demo_268
5.0,C(=Cc1ccccc1)c1ccccc1,Nc1ccccc1C=Cc1ccc(O)cc1,0.38027113676071167,1.0,1.0,1.0,0.38027113676071167,2.0,2.0,0.5179886221885681,Use-case DRD2 Demo_269
1.0,c1ccc(-c2cn3c(n2)Nc2nc[nH]c2C3)cc1,CCN1C2=NC(c3ccc(C)cc3)=CN2C(C)c2c1ncn2C,0.3800729811191559,1.0,1.0,1.0,0.3800729811191559,0.0,2.0,0.5178345441818237,Use-case DRD2 Demo_270
5.0,O=C(Cc1ccccc1)c1ccccc1,CCOc1cc(CC(=O)c2ccccc2)cc(OC)c1OC,0.37990549206733704,1.0,1.0,1.0,0.37990549206733704,0.0,7.0,0.5177042484283447,Use-case DRD2 Demo_271
9.0,c1ccccc1,COc1ccc(N=CCC(=O)C(F)(F)F)c([N+](=O)[O-])c1,0.37964677810668945,1.0,1.0,1.0,0.37964677810668945,0.0,5.0,0.517503023147583,Use-case DRD2 Demo_272
0.0,O=C(COc1ccc2c(=O)c3ccccc3oc2c1)NCc1ccco1,COc1c(OCC(=O)NCc2ccco2)cc2oc3cc(C)ccc3c(=O)c2c1C,0.379640132188797,1.0,1.0,1.0,0.379640132188797,1.0,6.0,0.5174978971481323,Use-case DRD2 Demo_273
2.0,c1ccc(Oc2ccc(-c3cscc3C(C3CCCCCC3)C3CCCCN3)cc2)cc1,Fc1ccc(Oc2ccc(-c3c(C(C4CCCCCC4)C4CCCCN4)csc3Cl)cc2)cc1,0.3794664144515991,1.0,1.0,1.0,0.3794664144515991,1.0,6.0,0.5173627734184265,Use-case DRD2 Demo_274
3.0,O=c1c2c([nH]c3ccccc13)N(C1CC1)c1ccc(N3CCOCC3)cc1N2,Cn1c2c(c(=O)c3cc(F)ccc31)Nc1cc(N3CCOCC3)ccc1N2C1CC1,0.37945473194122314,1.0,1.0,1.0,0.37945473194122314,1.0,2.0,0.5173537135124207,Use-case DRD2 Demo_275
4.0,c1cc(-c2nnc(-c3ccc(C4CCCCC4)cc3)s2)ccc1OCC1CC1,Brc1cc(-c2nnc(-c3ccc(C4CCCCC4)cc3)s2)ccc1OCC1CC1,0.3794015347957611,1.0,1.0,1.0,0.3794015347957611,0.0,6.0,0.5173122882843018,Use-case DRD2 Demo_276
5.0,O=C(c1ccc(N=c2nc(-c3cn[nH]c3)[nH]o2)nc1)N1CC2CC1CN2,CCn1cc(-c2nc(=Nc3ccc(C(=O)N4CC5CC4CN5C)cn3)o[nH]2)cn1,0.37935686111450195,1.0,1.0,1.0,0.37935686111450195,1.0,4.0,0.5172775387763977,Use-case DRD2 Demo_277
7.0,c1ccc(-c2cc(-c3cccs3)nn2-c2ccccc2)cc1,COc1ccc(-c2cc(-c3ccc([N+](=O)[O-])s3)nn2-c2ccccc2)c(OC)c1,0.3793320953845978,1.0,1.0,1.0,0.3793320953845978,0.0,6.0,0.51725834608078,Use-case DRD2 Demo_278
0.0,O=C1c2ccccc2C(=O)N1CCCOc1ccccc1,COc1cc(C(=O)CC(C)C)ccc1OCCCN1C(=O)c2ccccc2C1=O,0.37925752997398376,1.0,1.0,1.0,0.37925752997398376,0.0,9.0,0.5172002911567688,Use-case DRD2 Demo_279
4.0,c1ccc(C2=NC(c3ccccc3)CO2)cc1,Fc1cccc(F)c1C1=NC(c2ccccc2)CO1,0.3792535960674286,1.0,1.0,1.0,0.3792535960674286,0.0,2.0,0.5171972513198853,Use-case DRD2 Demo_280
5.0,O=C(Nc1ccccc1)c1cn(-c2ccccc2)cc1N=Nc1ccccc1,CCc1ccccc1NC(=O)c1c(N=Nc2ccccc2)c(O)n(-c2ccc(C)cc2)c1O,0.37909191846847534,1.0,1.0,1.0,0.37909191846847534,3.0,6.0,0.5170714855194092,Use-case DRD2 Demo_281
5.0,O=S(=O)(N=c1[nH]ncs1)c1ccc(Oc2ccccc2-c2cc[nH]c(=NC3CCCC3)c2)cc1,O=S(=O)(N=c1[nH]ncs1)c1ccc(Oc2ccc(F)cc2-c2cc[nH]c(=NC3CCCC3)c2)cc1F,0.37906044721603394,1.0,1.0,1.0,0.37906044721603394,2.0,6.0,0.5170470476150513,Use-case DRD2 Demo_282
2.0,O=c1nc(SCc2ccccc2)n(Cc2cccnc2)cc1Cc1ccccc1,COc1ccc(CSc2nc(=O)c(Cc3ccccc3OC)cn2Cc2cccnc2)cc1F,0.37900376319885254,1.0,1.0,1.0,0.37900376319885254,0.0,9.0,0.5170029401779175,Use-case DRD2 Demo_283
4.0,O=C(CCN1C(=O)c2ccccc2C1=O)CN1C(=O)CCC2(CCCCCC2)C1=O,O=C(CCN1C(=O)c2ccccc2C1=O)CN1C(=O)CCC2(CCCCCC2)C1=O,0.3786713182926178,1.0,1.0,1.0,0.3786713182926178,0.0,5.0,0.5167443752288818,Use-case DRD2 Demo_284
3.0,O=C(NC1CC1)c1ccc(-c2cnc3cnc(-c4csc(CN5CCNCC5)c4)cn23)cc1,CN1CCN(Cc2cc(-c3cn4c(-c5ccc(C(=O)NC6CC6)cc5)cnc4cn3)cs2)CC1,0.37865275144577026,1.0,1.0,1.0,0.37865275144577026,1.0,6.0,0.5167298913002014,Use-case DRD2 Demo_285
9.0,N=C1Nc2ccccc2Oc2ncccc21,N=C1Nc2ccccc2Oc2ncccc21,0.3785894513130188,1.0,1.0,1.0,0.3785894513130188,2.0,0.0,0.5166807174682617,Use-case DRD2 Demo_286
2.0,O=C(c1ccccc1)c1ccc(Cn2cc(-c3ccccc3)nn2)cc1,O=C(c1ccc(Cn2cc(-c3ccccc3)nn2)cc1)c1ccccc1O,0.3785568177700043,1.0,1.0,1.0,0.3785568177700043,1.0,5.0,0.5166552662849426,Use-case DRD2 Demo_287
